Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ANET,"Arista Networks, Inc.",230.95,$17.7B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,6.18,$226.02M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,21.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,23.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,24.41,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",3.91,$292.45M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",16.65,$1.16B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",26.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",17.42,$1.03B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^B,"ARMOUR Residential REIT, Inc.",25.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",7.27,$188.59M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,95.42,$4.64B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",68.86,$5.73B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,86.45,$16.09B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,27.19,$2.12B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,12.68,$244.6M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,91.17,$1.76B,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",4.25,$9.03B,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,59.21,$3.13B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,2.75,$280.89M,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,23.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,19.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,19.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,20.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,20.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,74.87,$4.53B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",6.2,$150.33M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,26.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
AMK,"AssetMark Financial Holdings, Inc.",27.08,$1.96B,2019,Finance,Investment Managers,https://www.nasdaq.com/symbol/amk
ASB,Associated Banc-Corp,20.09,$3.26B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,26.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e
AC,"Associated Capital Group, Inc.",35.77,$806.75M,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",108.14,$6.65B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",113.7534,$327.04M,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,41.91,$4.26B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,27.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,43.56,$114.29B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,5.27,$337.5M,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,33.49,$244.64B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,26.37,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,26.66,n/a,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,2.32,$174.94M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,38.93,$7.54B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,26.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ath^a
ATKR,Atkore International Group Inc.,26.23,$1.21B,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.3,$251.58M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,106.94,$12.51B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,2.43,$2.34B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ACB,Aurora Cannabis Inc.,6.19,$6.3B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,78.97,$9.32B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",67.5,$5.89B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",47.53,$4.23B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1062.92,$26.07B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",77.5,$5.42B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",200.62,$27.97B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",49.22,$15.21B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",37.92,$1.8B,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVTR,"Avantor, Inc.",16.01,$8.55B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",56.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,10.59,$1.17B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,108.34,$9.12B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,3.88,$483.54M,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,45.18,$2.97B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVP,"Avon Products, Inc.",4.28,$1.9B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,14.52,$2.45B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
EQH,"AXA Equitable Holdings, Inc.",19.83,$9.74B,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh
AXTA,Axalta Coating Systems Ltd.,28.22,$6.58B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,62.33,$5.23B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,25.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",25.64,$1.57B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.949,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo
AZUL,Azul S.A.,39.11,$4.42B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,10.45,$428.87M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,43.02,$1.13B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",20,$1.31B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BRPM,B. Riley Principal Merger Corp.,9.79,$180.44M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/brpm
BRPM.U,B. Riley Principal Merger Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/brpm.u
BRPM.WS,B. Riley Principal Merger Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brpm.ws
BW,Babcock,3.51,$162.43M,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,17.79,$356.83M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",52.8,$1.54B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",18.03,$931.25M,2018,n/a,n/a,https://www.nasdaq.com/symbol/bcsf
BHGE,"Baker Hughes, a GE company",23.81,$24.71B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,24.2,$1.38B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,73.25,$24.52B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",14.2,$722.43M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",26.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",27.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,4.94,$32.94B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,8.47,$68.03B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,7.51,$60.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,27.46,$13.87B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",19.91,$788.48M,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,10.47,$78.19B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,27.62,$13.01B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",6.79,$9.22B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",4.06,$65.92B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",22.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,46.39,$11.15B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,27.53,$2.74B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,28.08,$261.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,26.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,22.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,26.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1409.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,25.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^m
BAC^W.CL,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^w.cl
BAC^Y,Bank of America Corporation,25.86,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,20.165,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,22.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,21.67,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,80.56,$3.27B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,71.87,$45.92B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),28.14,$1.54B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),45.06,$42.48B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.3992,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),51.73,$63.13B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",31.62,$3.01B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,7.11,$30.66B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",9.76,$491.07M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,15.89,$319.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,16.7,$176.07M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",3.14,$149.35M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",6.5,$475.84M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",45.88,$2.32B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,17.59,$30.83B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
BAS,"Basic Energy Services, Inc.",1.5,$40.44M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BHC,Bausch Health Companies Inc.,23.32,$8.16B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,81.91,$41.82B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,1.36,$758.77M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,47.37,$36.29B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D.CL,BB&T Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d.cl
BBT^E.CL,BB&T Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e.cl
BBT^F,BB&T Corporation,25.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BBAR,BBVA Banco Frances S.A.,10.86,$2.22B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbar
BBX,BBX Capital Corporation,3.93,$384.21M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",45.98,$41.39B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",10.94,$350.56M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",236.34,$63.75B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",58.41,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,45,$1.78B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BHE,"Benchmark Electronics, Inc.",25.92,$999.66M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",29.81,$1.52B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",42.63,$5.63B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",66.14,$17.66B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BEST,BEST Inc.,4.77,$1.85B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/best
BHP,BHP Group Limited,50.43,$127.51B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,43.57,$110.17B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",24.01,$936.58M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,89.76,$204.25M,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,39.57,$2.04B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",318.8,$9.51B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,11.02,$773.24M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",23.09,$3.21B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,77.08,$4.65B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",60.66,$9.09B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",14.76,$3.04B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,6.85,$3.75B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.32,$206.24M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BFZ,BlackRock California Municipal Income Trust,13.65,$435.47M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,15.49,$683.44M,2004,n/a,n/a,https://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,14.29,$770.73M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.46,$1.28B,2003,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.41,$1.39B,2006,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",10.85,$542.36M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,10.61,$316.45M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,8.82,$1.65B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.2195,$69.55M,2005,n/a,n/a,https://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.72,$465.25M,2003,n/a,n/a,https://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.4,$80.01M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,12.44,$288.67M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,10.25,$689.85M,2005,n/a,n/a,https://www.nasdaq.com/symbol/boe
